"from","to","anchor","context"
"/health/osteoarthritis","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/osteoarthritis","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/osteoarthritis","/health/guides/family-medication-support","가족 건강","navigation"
"/health/osteoarthritis","/health","건강 도구","navigation"
"/health/osteoarthritis","/health/trust/about","오누림 소개","navigation"
"/health/osteoarthritis","/health/trust/author","박영훈 · 비의료인 건강정보 편집자","navigation"
"/health/osteoarthritis","/health/osteoarthritis","응급 신호와 119 안내 바로 보기","content"
"/health/osteoarthritis","/health/tools/oa-daily-activity-log","관절 일상 변화 기록표활동 전후의 관절 변화와 일상 영향을 적는 관찰표입니다.","content"
"/health/osteoarthritis","/health/tools/oa-visit-questions","골관절염 진료 질문 카드원인 확인과 개인별 활동·치료 선택을 묻기 위한 질문 카드입니다.","content"
"/health/osteoarthritis","/health/tools/oa-family-support","관절 불편 가족 지원 체크속도를 재촉하지 않고 일상 지원과 질문 준비를 돕는 체크리스트입니다.","content"
"/health/osteoarthritis","/health","20개 질환 안내","navigation"
"/health/osteoarthritis","/health/guides/danger-signals","위험 신호","navigation"
"/health/osteoarthritis","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/osteoarthritis","/health","건강 기록 도구","navigation"
"/health/osteoarthritis","/health/trust/author","작성자","navigation"
"/health/osteoarthritis","/health/trust/sources-policy","출처 원칙","navigation"
"/health/osteoarthritis","/health/trust/corrections-policy","정정·문의","navigation"
"/health/osteoarthritis","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/osteoarthritis","/health/trust/advertising","광고 정책","navigation"
"/health/osteoarthritis","/health/trust/disclaimer","면책 안내","navigation"
"/health/osteoarthritis","/health/trust/privacy","개인정보","navigation"
"/health/osteoarthritis","/health/trust/terms","이용약관","navigation"
"/health/osteoporosis","/health/osteoporosis","본문으로 건너뛰기","content"
"/health/osteoporosis","/","OONURIM오누림","navigation"
"/health/osteoporosis","/health","질환 알아보기","navigation"
"/health/osteoporosis","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/osteoporosis","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/osteoporosis","/health/guides/family-medication-support","가족 건강","navigation"
"/health/osteoporosis","/health","건강 도구","navigation"
"/health/osteoporosis","/health/trust/about","오누림 소개","navigation"
"/health/osteoporosis","/health/trust/author","박영훈 · 비의료인 건강정보 편집자","navigation"
"/health/osteoporosis","/health/osteoporosis","응급 신호와 119 안내 바로 보기","content"
"/health/osteoporosis","/health/tools/osteoporosis-appointment-prep","골다공증 진료 준비표골절·낙상·복용 약과 검사 질문을 정리하는 준비표입니다.","content"
"/health/osteoporosis","/health/tools/osteoporosis-home-check","낙상 위험 집안 점검표통로와 조명을 점검하되 골절 예방을 보장하지 않는 체크리스트입니다.","content"
"/health/osteoporosis","/health/tools/osteoporosis-terms","골밀도 검사 용어 한 장골밀도 검사와 결과 해석의 경계를 구분하는 안내입니다.","content"
"/health/osteoporosis","/health","20개 질환 안내","navigation"
"/health/osteoporosis","/health/guides/danger-signals","위험 신호","navigation"
"/health/osteoporosis","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/osteoporosis","/health","건강 기록 도구","navigation"
"/health/osteoporosis","/health/trust/author","작성자","navigation"
"/health/osteoporosis","/health/trust/sources-policy","출처 원칙","navigation"
"/health/osteoporosis","/health/trust/corrections-policy","정정·문의","navigation"
"/health/osteoporosis","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/osteoporosis","/health/trust/advertising","광고 정책","navigation"
"/health/osteoporosis","/health/trust/disclaimer","면책 안내","navigation"
"/health/osteoporosis","/health/trust/privacy","개인정보","navigation"
"/health/osteoporosis","/health/trust/terms","이용약관","navigation"
"/health/sleep-apnea","/health/sleep-apnea","본문으로 건너뛰기","content"
"/health/sleep-apnea","/","OONURIM오누림","navigation"
"/health/sleep-apnea","/health","질환 알아보기","navigation"
"/health/sleep-apnea","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/sleep-apnea","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/sleep-apnea","/health/guides/family-medication-support","가족 건강","navigation"
"/health/sleep-apnea","/health","건강 도구","navigation"
"/health/sleep-apnea","/health/trust/about","오누림 소개","navigation"
"/health/sleep-apnea","/health/trust/author","박영훈 · 비의료인 건강정보 편집자","navigation"
"/health/sleep-apnea","/health/sleep-apnea","응급 신호와 119 안내 바로 보기","content"
"/health/sleep-apnea","/health/tools/sleep-apnea-visit-card","수면무호흡증 관찰·진료 질문 카드개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","content"
"/health/sleep-apnea","/health","20개 질환 안내","navigation"
"/health/sleep-apnea","/health/guides/danger-signals","위험 신호","navigation"
"/health/sleep-apnea","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/sleep-apnea","/health","건강 기록 도구","navigation"
"/health/sleep-apnea","/health/trust/author","작성자","navigation"
"/health/sleep-apnea","/health/trust/sources-policy","출처 원칙","navigation"
"/health/sleep-apnea","/health/trust/corrections-policy","정정·문의","navigation"
"/health/sleep-apnea","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/sleep-apnea","/health/trust/advertising","광고 정책","navigation"
"/health/sleep-apnea","/health/trust/disclaimer","면책 안내","navigation"
"/health/sleep-apnea","/health/trust/privacy","개인정보","navigation"
"/health/sleep-apnea","/health/trust/terms","이용약관","navigation"
"/health/stroke","/health/stroke","본문으로 건너뛰기","content"
"/health/stroke","/","OONURIM오누림","navigation"
"/health/stroke","/health","질환 알아보기","navigation"
"/health/stroke","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/stroke","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/stroke","/health/guides/family-medication-support","가족 건강","navigation"
"/health/stroke","/health","건강 도구","navigation"
"/health/stroke","/health/trust/about","오누림 소개","navigation"
"/health/stroke","/health/trust/author","박영훈 · 비의료인 건강정보 편집자","navigation"
"/health/stroke","/health/stroke","응급 신호와 119 안내 바로 보기","content"
"/health/stroke","/health/tools/stroke-visit-card","뇌졸중 관찰·진료 질문 카드개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","content"
"/health/stroke","/health","20개 질환 안내","navigation"
"/health/stroke","/health/guides/danger-signals","위험 신호","navigation"
"/health/stroke","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/stroke","/health","건강 기록 도구","navigation"
"/health/stroke","/health/trust/author","작성자","navigation"
"/health/stroke","/health/trust/sources-policy","출처 원칙","navigation"
"/health/stroke","/health/trust/corrections-policy","정정·문의","navigation"
"/health/stroke","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/stroke","/health/trust/advertising","광고 정책","navigation"
"/health/stroke","/health/trust/disclaimer","면책 안내","navigation"
"/health/stroke","/health/trust/privacy","개인정보","navigation"
"/health/stroke","/health/trust/terms","이용약관","navigation"
"/health/tools/acute-myocardial-infarction-visit-card","/health/tools/acute-myocardial-infarction-visit-card","본문으로 건너뛰기","content"
"/health/tools/acute-myocardial-infarction-visit-card","/","OONURIM오누림","navigation"
"/health/tools/acute-myocardial-infarction-visit-card","/health","질환 알아보기","navigation"
"/health/tools/acute-myocardial-infarction-visit-card","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/acute-myocardial-infarction-visit-card","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/acute-myocardial-infarction-visit-card","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/acute-myocardial-infarction-visit-card","/health","건강 도구","navigation"
"/health/tools/acute-myocardial-infarction-visit-card","/health/trust/about","오누림 소개","navigation"
"/health/tools/acute-myocardial-infarction-visit-card","/health/acute-myocardial-infarction","안내 글로 돌아가기","navigation"
