"from","to","anchor","context"
"/health/guides/understanding-hba1c","/health/guides/understanding-hba1c","NGSP","content"
"/health/guides/understanding-hba1c","/health/guides/understanding-hba1c","NGSP","content"
"/health/guides/understanding-hba1c","/health/guides/understanding-hba1c","NIH/NIDDK","content"
"/health/guides/understanding-hba1c","/health/guides/understanding-hba1c","NIH/NIDDK","content"
"/health/guides/understanding-hba1c","/health/guides/understanding-hba1c","NGSP","content"
"/health/guides/understanding-hba1c","/health/guides/understanding-hba1c","NIH/NIDDK","content"
"/health/guides/understanding-hba1c","/health/trust/sources-policy","출처 선정 기준","content"
"/health/guides/understanding-hba1c","/health/trust/editorial-policy","편집 원칙","content"
"/health/guides/understanding-hba1c","/health/trust/corrections-policy","오류 제보·정정 절차","content"
"/health/guides/understanding-hba1c","/health","건강 가이드 전체 보기","content"
"/health/guides/understanding-hba1c","/health","20개 질환 안내","navigation"
"/health/guides/understanding-hba1c","/health/guides/danger-signals","위험 신호","navigation"
"/health/guides/understanding-hba1c","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/guides/understanding-hba1c","/health","건강 기록 도구","navigation"
"/health/guides/understanding-hba1c","/health/trust/author","작성자","navigation"
"/health/guides/understanding-hba1c","/health/trust/sources-policy","출처 원칙","navigation"
"/health/guides/understanding-hba1c","/health/trust/corrections-policy","정정·문의","navigation"
"/health/guides/understanding-hba1c","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/guides/understanding-hba1c","/health/trust/advertising","광고 정책","navigation"
"/health/guides/understanding-hba1c","/health/trust/disclaimer","면책 안내","navigation"
"/health/guides/understanding-hba1c","/health/trust/privacy","개인정보","navigation"
"/health/guides/understanding-hba1c","/health/trust/terms","이용약관","navigation"
"/health/hypertension","/health/hypertension","본문으로 건너뛰기","content"
"/health/hypertension","/","OONURIM오누림","navigation"
"/health/hypertension","/health","질환 알아보기","navigation"
"/health/hypertension","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/hypertension","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/hypertension","/health/guides/family-medication-support","가족 건강","navigation"
"/health/hypertension","/health","건강 도구","navigation"
"/health/hypertension","/health/trust/about","오누림 소개","navigation"
"/health/hypertension","/health/trust/author","박영훈 · 비의료인 건강정보 편집자","navigation"
"/health/hypertension","/health/hypertension","응급 신호와 119 안내 바로 보기","content"
"/health/hypertension","/health/hypertension","SRC-KDCA-HTN","content"
"/health/hypertension","/health/hypertension","SRC-CDC-HTN","content"
"/health/hypertension","/health/hypertension","질병관리청 국가건강정보포털","content"
"/health/hypertension","/health/hypertension","CDC","content"
"/health/hypertension","/health/hypertension","CDC","content"
"/health/hypertension","/health/hypertension","질병관리청 국가건강정보포털","content"
"/health/hypertension","/health/tools/blood-pressure-log","지우거나 골라 쓰지 않고 원래 값을 남기는 혈압 기록표","content"
"/health/hypertension","/health/hypertension","질병관리청 국가건강정보포털","content"
"/health/hypertension","/health/hypertension","American Heart Association","content"
"/health/hypertension","/health/hypertension","American Heart Association","content"
"/health/hypertension","/health/guides/measuring-blood-pressure","혈압 측정 준비·자세·기록을 순서대로 확인하기","content"
"/health/hypertension","/health/hypertension","American Heart Association","content"
"/health/hypertension","/health/hypertension","질병관리청 국가건강정보포털","content"
"/health/hypertension","/health/hypertension","American Heart Association","content"
"/health/hypertension","/health/tools/blood-pressure-questions","진료에서 받은 답도 함께 적는 혈압 질문 카드","content"
"/health/hypertension","/health/hypertension","질병관리청 국가건강정보포털","content"
"/health/hypertension","/health/hypertension","American Heart Association","content"
"/health/hypertension","/health/hypertension","질병관리청 국가건강정보포털","content"
"/health/hypertension","/health/hypertension","American Heart Association","content"
"/health/hypertension","/health/guides/danger-signals","병원에 빨리 가야 하는 위험 신호","content"
"/health/hypertension","/health/stroke","뇌졸중 의심 신호와 119 행동 안내","content"
"/health/hypertension","/health/hypertension","질병관리청 국가건강정보포털","content"
"/health/hypertension","/health/hypertension","질병관리청 국가건강정보포털","content"
"/health/hypertension","/health/hypertension","American Heart Association","content"
"/health/hypertension","/health/hypertension","American Heart Association","content"
"/health/hypertension","/health/guides/medication-list","처방약·일반약을 함께 정리하는 복용약 목록","content"
"/health/hypertension","/health/hypertension","American Heart Association","content"
"/health/hypertension","/health/hypertension","질병관리청 국가건강정보포털","content"
"/health/hypertension","/health/hypertension","American Heart Association","content"
"/health/hypertension","/health/hypertension","질병관리청 국가건강정보포털","content"
"/health/hypertension","/health/hypertension","American Heart Association","content"
"/health/hypertension","/health/hypertension","질병관리청 국가건강정보포털","content"
"/health/hypertension","/health/hypertension","American Heart Association","content"
"/health/hypertension","/health/hypertension","American Heart Association","content"
"/health/hypertension","/health/hypertension","질병관리청 국가건강정보포털","content"
"/health/hypertension","/health/hypertension","질병관리청 국가건강정보포털","content"
"/health/hypertension","/health/trust/sources-policy","출처 선정 기준","content"
"/health/hypertension","/health/trust/editorial-policy","편집 원칙","content"
"/health/hypertension","/health/trust/medical-review-policy","의료 검수 현재 상태","content"
"/health/hypertension","/health","건강 가이드 전체 보기","content"
"/health/hypertension","/health/tools/blood-pressure-log","가정 혈압 기록표결론을 계산하지 않고 측정 환경과 원래 값을 함께 남기는 개인 기록지입니다.","content"
"/health/hypertension","/health/tools/blood-pressure-questions","고혈압 진료 질문 카드기록을 진료 대화로 연결하는 질문을 골라 적습니다.","content"
"/health/hypertension","/health/tools/blood-pressure-prep","혈압 측정 준비 체크리스트같은 조건에서 더 안정적으로 측정하기 위한 준비표입니다.","content"
"/health/hypertension","/health/tools/blood-pressure-warning","기록보다 119가 먼저인 경고 카드혈압 숫자를 다시 재며 기다리지 않아야 할 동반 신호를 기억합니다.","content"
"/health/hypertension","/health","20개 질환 안내","navigation"
"/health/hypertension","/health/guides/danger-signals","위험 신호","navigation"
"/health/hypertension","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/hypertension","/health","건강 기록 도구","navigation"
"/health/hypertension","/health/trust/author","작성자","navigation"
"/health/hypertension","/health/trust/sources-policy","출처 원칙","navigation"
"/health/hypertension","/health/trust/corrections-policy","정정·문의","navigation"
"/health/hypertension","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/hypertension","/health/trust/advertising","광고 정책","navigation"
"/health/hypertension","/health/trust/disclaimer","면책 안내","navigation"
"/health/hypertension","/health/trust/privacy","개인정보","navigation"
"/health/hypertension","/health/trust/terms","이용약관","navigation"
"/health/irritable-bowel-syndrome","/health/irritable-bowel-syndrome","본문으로 건너뛰기","content"
"/health/irritable-bowel-syndrome","/","OONURIM오누림","navigation"
"/health/irritable-bowel-syndrome","/health","질환 알아보기","navigation"
"/health/irritable-bowel-syndrome","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/irritable-bowel-syndrome","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/irritable-bowel-syndrome","/health/guides/family-medication-support","가족 건강","navigation"
"/health/irritable-bowel-syndrome","/health","건강 도구","navigation"
"/health/irritable-bowel-syndrome","/health/trust/about","오누림 소개","navigation"
"/health/irritable-bowel-syndrome","/health/trust/author","박영훈 · 비의료인 건강정보 편집자","navigation"
